AT;BE;BG;CH;CZ;EE;ES;FI;FR;GR;HR;HU;LT;LV;NL;PL;PT;RO;RS;SI;SK
53.86;53.86;100.29;53.89;51.5;50.82;53.86;28.25;53.86;53.86;53.86;51.5;50.82;50.82;53.86;50.82;53.86;251.03;41.85;53.86;51.5
53.45;53.45;100.23;52.02;51.25;45.22;53.45;27.01;53.45;53.45;53.45;51.25;45.22;45.22;53.45;45.22;53.45;249.81;42.04;53.45;51.25
49.72;49.72;100.45;48.72;46.83;25.64;49.72;25.64;49.72;49.72;49.72;46.83;25.64;25.64;49.72;35.81;49.72;228.27;36.54;49.72;46.83
46.69;46.69;90.11;53.24;44.1;25.59;46.69;25.59;46.69;46.69;0.18;44.1;25.59;25.59;46.69;39.3;46.69;214.74;45.43;0.18;44.1
42.43;42.43;78.34;49.66;38.54;24.91;42.43;24.91;42.43;42.43;0.17;38.54;24.91;24.91;42.43;39.37;42.43;187.66;40.16;0.17;38.54
41.09;41.09;74.36;46.04;38.08;24.74;40.1;24.74;41.09;41.09;0.16;38.08;24.74;24.74;41.09;38.68;40.1;185.43;39.09;0.16;38.08
40.0;40.0;58.02;43.49;37.1;24.66;39.11;24.66;40.0;27.26;0.92;37.1;24.66;24.66;40.0;37.1;39.11;180.65;36.12;0.92;37.1
37.55;37.55;62.0;42.04;36.88;24.72;37.55;24.72;37.55;20.08;0.2;36.88;24.72;24.72;37.55;37.83;37.55;179.58;35.42;0.2;36.88
39.0;39.0;85.22;42.85;37.2;24.92;37.7;24.92;39.0;39.0;0.91;37.2;24.92;24.92;39.0;38.53;37.7;181.14;37.2;1.0;37.2
42.09;42.09;95.05;45.26;40.56;30.05;39.6;25.62;42.09;42.09;0.15;40.56;30.05;30.05;42.09;38.95;39.6;197.48;36.81;0.15;40.56
44.96;44.96;100.01;49.16;45.2;26.19;43.34;26.19;44.96;46.57;1.01;45.2;26.19;26.19;44.96;44.31;43.34;220.1;39.81;1.01;45.2
48.45;48.45;100.01;53.27;49.67;43.3;48.45;28.02;48.45;31.88;43.0;49.67;43.3;43.3;48.45;43.3;48.45;241.86;46.15;43.0;49.67
52.0;52.0;100.02;58.83;55.43;47.85;51.6;27.65;52.0;48.81;43.1;55.43;47.85;47.85;52.0;47.85;51.6;269.89;51.04;43.1;55.43
52.0;52.0;100.02;59.45;57.33;50.75;52.0;28.83;52.0;48.81;52.0;57.33;50.75;50.75;52.0;50.75;52.0;279.16;53.3;52.0;57.33
52.15;52.15;100.01;59.75;57.4;50.9;51.25;29.76;52.15;48.81;52.15;57.4;50.9;50.9;52.15;50.9;51.25;278.0;54.53;52.15;57.4
55.95;55.95;100.01;60.19;56.9;53.75;50.56;28.62;55.95;48.81;55.95;56.9;53.75;53.75;55.95;53.75;50.56;267.82;55.06;55.95;56.9
52.0;52.0;100.0;59.19;55.3;50.75;50.57;28.72;52.0;40.45;52.0;55.3;50.75;50.75;52.0;50.75;50.57;259.7;51.1;52.0;55.3
50.69;50.69;100.02;57.76;55.0;49.48;50.57;36.73;50.69;51.68;50.69;55.0;49.48;49.48;50.69;49.48;50.57;267.82;51.05;50.69;55.0
53.45;53.45;100.05;59.17;56.32;52.16;48.45;46.05;53.45;53.89;53.45;56.32;52.16;52.16;53.45;52.16;48.45;274.27;51.69;53.45;56.32
59.99;59.99;100.06;61.71;63.1;58.88;50.25;58.88;59.99;59.99;59.99;63.1;58.88;58.88;59.99;58.88;50.25;307.26;59.3;59.99;63.1
62.0;62.0;100.08;64.53;65.58;60.51;54.23;60.51;62.0;62.0;62.0;67.49;60.51;60.51;62.0;60.51;54.23;328.62;63.8;62.0;65.58
63.08;63.08;100.07;64.79;65.22;61.56;58.65;59.84;63.08;63.08;63.08;66.99;61.56;61.56;63.08;61.56;58.65;326.21;61.81;63.08;65.22
62.17;62.17;100.06;64.08;62.25;56.17;60.43;40.15;62.17;62.17;62.17;63.45;56.17;56.17;62.17;56.17;60.43;308.98;59.75;62.17;62.25
60.03;60.03;100.04;61.47;57.92;55.01;60.03;27.38;60.03;60.03;60.03;57.92;55.01;55.01;60.03;55.01;60.03;282.04;56.13;60.03;57.92
55.03;55.03;100.02;58.58;53.25;52.6;55.03;31.15;55.03;48.35;55.03;53.25;52.6;52.6;55.03;52.6;55.03;259.3;50.08;55.03;53.25
52.25;52.25;88.09;57.88;52.78;47.13;52.25;27.91;52.25;48.35;43.1;52.78;47.13;47.13;52.25;47.13;52.25;238.68;50.07;43.1;52.78
48.45;48.45;74.51;56.03;48.08;39.56;48.45;25.94;48.45;48.35;1.06;48.08;39.56;39.56;48.45;39.56;48.45;178.0;45.1;1.06;48.08
46.11;46.11;40.03;48.95;39.01;25.27;46.11;25.27;46.11;46.11;46.11;39.01;25.27;25.27;46.11;34.13;46.11;189.96;27.0;46.11;39.01
43.0;43.0;34.27;42.03;38.61;24.59;43.0;24.59;43.0;43.0;43.0;28.55;24.59;24.59;43.0;38.64;43.0;139.0;17.51;43.0;28.55
39.55;39.55;31.7;39.8;35.5;23.86;39.55;23.86;39.55;35.0;39.55;20.41;23.86;23.86;39.55;38.56;39.55;99.38;11.94;39.55;20.41
35.93;38.63;35.25;36.77;34.0;23.57;37.44;23.57;37.44;28.54;35.93;23.91;23.57;23.57;45.3;37.32;37.45;116.42;7.03;35.93;23.91
33.96;36.74;17.7;34.87;35.5;23.49;35.64;23.49;35.64;16.2;33.96;20.0;23.49;23.49;43.0;35.83;37.45;97.4;10.03;33.96;20.0
33.41;37.17;39.05;35.26;33.83;23.85;35.5;23.85;35.5;20.11;33.41;26.04;23.85;23.85;43.0;36.16;37.45;126.79;15.25;33.41;26.04
33.17;39.27;45.74;36.45;31.07;24.05;36.14;24.05;36.14;22.12;33.17;28.78;24.05;24.05;42.0;38.34;37.45;140.14;1.59;33.17;28.78
34.07;40.02;40.88;41.01;34.5;24.8;36.97;24.8;36.97;36.97;34.07;34.5;24.8;24.8;45.3;39.32;37.45;167.99;18.0;34.07;34.5
37.56;40.0;86.2;42.8;37.5;24.97;38.92;24.97;38.92;41.07;37.56;37.5;24.97;24.97;43.32;39.12;38.92;182.6;27.9;37.56;37.5
39.4;48.5;94.22;49.06;39.01;25.65;44.49;25.65;44.49;44.49;39.4;39.01;25.65;25.65;60.9;38.64;44.49;189.96;36.3;39.4;39.01
40.8;55.51;99.91;50.14;41.2;36.64;49.0;26.0;49.0;49.0;40.8;41.2;36.64;36.64;72.23;36.64;49.0;200.62;40.05;40.8;41.2
45.78;53.94;99.92;50.8;43.51;36.73;50.3;26.07;50.3;49.0;45.78;43.51;36.73;36.73;62.16;36.73;50.3;211.87;41.28;45.78;43.51
49.11;54.34;99.92;52.65;43.04;36.83;48.0;25.87;52.04;44.4;49.11;43.04;36.83;36.83;60.9;36.83;48.0;209.58;40.88;49.11;43.04
42.41;49.98;99.93;50.31;42.34;36.31;46.64;25.83;46.64;38.55;42.41;42.34;36.31;36.31;59.0;36.31;46.64;206.17;40.02;42.41;42.34
41.06;46.33;99.91;49.98;42.9;35.55;44.01;26.02;44.01;43.73;41.06;42.9;35.55;35.55;52.65;35.55;44.01;208.9;39.46;41.06;42.9
40.1;42.22;99.91;50.17;42.9;36.76;41.27;26.5;41.27;45.53;40.1;42.9;36.76;36.76;44.67;36.76;41.27;208.9;39.93;40.1;42.9
40.63;59.37;99.95;52.78;48.78;43.33;49.92;28.05;49.92;49.92;40.63;50.83;43.33;43.33;57.67;43.33;49.92;247.53;44.05;40.63;48.78
48.38;62.12;99.99;57.77;50.52;44.45;55.16;28.53;55.16;58.0;48.38;52.73;44.45;44.45;70.0;44.45;55.16;256.75;46.92;48.38;50.52
54.9;58.12;100.19;60.59;51.44;43.35;59.29;28.17;59.29;59.5;54.9;54.02;43.35;43.35;59.9;43.35;59.29;263.02;48.1;54.9;51.44
49.68;42.9;100.15;60.93;50.38;42.45;61.09;27.92;61.09;61.09;49.68;53.39;42.45;42.45;44.3;42.45;61.09;260.0;46.9;49.68;50.38
41.47;28.46;100.2;60.09;47.04;36.95;60.0;27.56;60.0;60.0;41.47;49.49;36.95;36.95;42.0;36.95;60.0;240.99;44.2;41.47;47.04
39.45;26.84;100.16;57.99;42.9;34.79;59.4;28.12;59.4;53.78;39.45;43.11;34.79;34.79;41.23;34.79;59.4;209.91;38.63;39.45;42.9
39.37;26.93;100.16;56.94;40.0;26.18;55.36;26.18;55.36;49.0;39.37;40.0;26.18;26.18;42.9;38.7;55.36;194.78;38.69;39.37;40.0
32.9;16.56;99.97;55.04;31.21;24.92;53.06;24.92;53.06;48.13;32.9;31.21;24.92;24.92;33.5;36.85;53.06;151.97;31.56;32.9;31.21
34.09;24.02;47.06;50.28;28.14;24.66;50.23;24.66;50.23;46.85;34.09;28.14;24.66;24.66;41.96;38.97;50.23;137.02;26.16;34.09;28.14
29.88;19.42;43.01;45.45;27.2;24.05;47.01;24.05;47.01;20.0;29.88;23.92;24.05;24.05;39.0;37.29;47.01;116.5;20.56;29.88;23.92
29.0;20.0;32.48;44.5;25.8;23.88;43.79;23.88;43.79;3.0;29.0;21.2;23.88;23.88;37.14;36.63;43.79;103.24;20.54;29.0;21.2
28.63;20.71;32.34;40.86;23.17;24.03;41.65;24.03;41.65;1.5;28.63;20.99;24.03;24.03;35.79;36.11;41.65;102.2;17.89;28.63;20.99
30.87;24.34;58.74;41.17;26.93;24.58;41.62;24.58;41.62;3.0;30.87;26.93;24.58;24.58;36.63;38.72;41.62;131.13;17.86;30.87;26.93
32.08;23.25;68.53;46.09;31.0;25.84;44.5;25.84;44.5;23.58;32.08;31.0;25.84;25.84;41.83;39.24;44.5;150.95;24.59;32.08;31.0
41.32;30.51;106.92;58.19;43.2;28.21;56.0;28.21;56.0;53.64;41.32;43.2;28.21;28.21;38.74;42.86;56.0;210.36;35.04;41.32;43.2
55.18;68.25;106.98;63.08;53.25;49.76;62.0;49.76;62.0;52.54;55.18;55.04;49.76;49.76;41.61;49.76;62.0;268.0;50.01;55.18;53.25
58.18;71.54;110.99;67.82;58.25;54.42;64.84;54.42;64.84;56.32;58.18;64.4;54.42;54.42;60.0;54.42;64.84;313.61;55.08;58.18;58.25
59.19;54.5;116.93;67.72;57.5;55.69;68.25;50.72;68.25;68.24;59.19;66.69;55.69;55.69;64.83;57.37;68.25;324.72;62.53;59.19;57.5
58.81;54.5;116.94;67.18;58.31;55.4;65.97;55.4;65.97;65.97;58.81;65.41;55.8;55.4;60.0;57.39;65.97;318.49;62.55;58.81;58.31
60.69;58.19;110.93;67.79;59.0;56.53;63.93;56.53;63.93;63.9;60.69;63.88;58.27;56.53;58.4;58.27;63.93;311.08;61.25;60.69;59.0
61.73;59.86;116.96;67.58;61.0;52.07;63.94;52.07;63.94;62.3;61.73;63.05;57.52;52.07;59.34;57.52;63.94;307.03;61.06;61.73;61.0
60.92;58.51;116.95;66.92;60.77;56.53;63.94;56.53;63.94;48.87;60.92;60.77;56.53;56.53;58.4;57.48;63.94;295.91;62.76;60.92;60.77
60.41;59.32;117.0;66.83;59.5;57.99;61.97;57.99;61.97;48.87;60.41;59.51;57.99;57.99;59.91;57.99;61.97;289.77;62.65;60.41;59.5
59.99;57.61;116.91;66.55;59.3;58.03;62.45;58.03;62.45;48.87;59.99;61.4;58.03;58.03;59.52;58.03;62.45;298.98;63.59;59.99;59.3
62.33;60.77;118.08;67.82;63.1;60.5;63.9;60.5;63.9;53.64;62.33;66.55;60.5;60.5;62.06;60.5;63.9;324.04;66.43;62.33;63.1
66.88;67.04;120.91;71.94;63.75;65.22;67.02;65.22;67.02;67.02;66.88;70.4;65.22;65.22;67.37;65.22;67.02;342.81;73.08;66.88;63.75
64.44;76.05;116.97;69.54;62.3;60.05;71.05;60.05;71.05;71.05;64.44;68.91;60.05;60.05;61.56;60.05;71.05;335.57;70.09;64.44;62.3
59.93;45.88;116.92;68.92;59.96;53.73;72.6;53.73;72.6;70.18;59.93;65.07;53.73;53.73;42.9;57.4;72.6;316.86;67.73;59.93;59.96
52.23;37.43;120.91;66.07;60.5;37.68;70.0;37.68;70.0;65.0;52.23;62.3;37.68;37.68;41.39;58.26;70.0;303.37;63.39;52.23;60.5
49.06;39.07;116.94;60.0;52.1;38.49;66.0;38.49;61.39;49.18;49.06;52.96;38.49;38.49;42.9;47.88;66.0;257.9;56.77;49.06;52.1
51.13;47.1;91.76;59.12;48.57;30.95;62.48;30.95;59.8;46.6;51.13;49.16;30.95;30.95;41.94;46.08;62.48;239.37;50.07;51.13;48.57
46.71;43.8;80.02;56.42;43.9;27.35;61.25;27.35;54.69;48.87;46.71;43.9;27.35;27.35;40.0;40.59;61.25;198.75;35.1;46.71;43.9
42.03;67.6;85.49;51.65;37.48;27.81;64.68;27.81;54.79;22.72;42.03;37.48;27.81;27.81;41.82;48.93;64.68;150.0;31.72;42.03;37.48
42.46;50.0;85.24;50.07;36.04;27.45;56.25;27.45;50.3;22.39;42.46;35.28;27.45;27.45;41.98;45.13;56.25;147.0;27.46;42.46;36.04
42.01;44.7;58.61;47.22;34.2;27.08;51.86;27.08;49.53;19.0;42.01;23.97;27.08;27.08;41.92;42.19;51.86;100.0;23.05;42.01;34.2
40.71;37.92;43.84;45.25;31.81;27.14;50.91;27.14;44.58;17.57;40.71;19.69;27.14;27.14;42.0;42.19;50.91;95.88;10.09;40.71;31.81
41.24;38.42;79.83;44.81;32.75;27.79;50.56;27.79;45.05;29.8;41.24;29.73;27.79;27.79;41.96;41.26;50.56;144.79;10.08;41.24;32.75
45.63;53.65;85.29;48.45;37.4;29.81;51.25;29.81;49.53;49.53;45.63;37.4;29.81;29.81;45.0;44.75;51.25;182.12;14.59;45.63;37.4
49.5;46.8;100.26;57.23;46.86;35.78;58.45;35.78;58.15;58.15;49.5;46.86;35.78;35.78;36.97;46.17;58.45;228.18;39.32;49.5;46.86
57.77;49.08;107.22;61.55;57.54;53.64;68.3;53.64;68.3;61.09;57.77;58.72;53.64;53.64;45.1;59.53;68.3;285.93;49.53;57.77;57.54
65.06;65.98;112.24;63.89;62.43;60.0;70.41;60.0;70.41;65.07;65.06;62.43;60.0;60.0;58.08;60.0;70.41;304.0;60.27;65.06;62.43
66.97;83.57;113.47;63.99;64.42;60.12;75.0;60.12;75.0;66.98;66.97;65.48;60.12;60.12;60.0;60.12;75.0;318.84;63.18;66.97;64.42
67.74;80.0;110.27;64.04;64.15;61.18;73.48;61.18;73.48;58.54;67.74;64.15;61.18;61.18;59.22;61.18;73.48;312.37;61.74;67.74;64.15
67.4;77.88;110.22;63.72;63.99;62.46;72.31;62.46;72.31;58.2;67.4;63.99;62.46;62.46;60.47;62.46;72.31;311.6;59.83;67.4;63.99
66.77;76.55;110.06;63.75;64.2;61.48;71.35;61.48;71.35;56.7;66.77;64.2;61.48;61.48;59.51;61.48;71.35;312.62;57.83;66.77;64.2
65.89;79.75;110.06;63.03;63.65;62.29;72.52;62.29;72.52;56.4;65.89;63.65;62.29;62.29;64.35;62.29;72.52;309.92;56.25;65.89;63.65
65.19;74.87;110.21;61.96;62.0;62.04;69.75;62.04;69.75;56.7;65.19;62.0;62.04;62.04;59.91;62.04;69.75;301.9;56.78;65.19;62.0
64.56;68.63;110.29;61.88;62.18;62.51;68.29;62.51;66.46;59.5;64.56;62.18;62.51;62.51;60.87;62.51;68.29;302.78;58.09;64.56;62.18
64.64;67.6;120.05;63.61;64.81;64.26;69.75;64.26;66.04;61.09;64.64;67.56;64.26;64.26;62.21;64.26;69.75;329.0;64.75;64.64;64.81
68.32;75.89;127.08;67.3;67.1;65.6;71.9;65.6;71.9;68.32;68.32;70.62;65.6;65.6;62.98;65.6;71.9;343.88;66.7;68.32;67.1
66.04;80.0;111.84;65.6;64.0;60.13;80.0;60.13;80.0;66.77;66.04;67.51;60.13;60.13;45.7;60.13;80.0;328.73;65.25;66.04;64.0
63.61;49.9;107.26;64.08;59.3;54.66;80.0;54.66;80.0;64.33;63.61;60.06;54.66;54.66;43.37;59.23;80.0;292.48;60.37;63.61;59.3
61.93;73.7;107.27;62.67;53.44;40.78;75.99;40.78;70.12;61.32;61.93;53.44;40.78;40.78;42.12;52.74;75.99;260.22;52.01;61.93;53.44
54.91;60.58;107.3;59.5;48.39;39.6;75.39;39.6;58.87;49.77;54.91;48.39;39.6;39.6;45.65;48.94;75.39;235.63;46.33;54.91;48.39
54.93;60.03;103.23;58.61;48.2;32.06;72.69;32.06;58.5;43.22;54.93;48.2;32.06;32.06;45.6;49.14;72.69;234.71;43.41;54.93;48.2
49.76;58.14;102.89;55.36;42.6;29.21;70.0;29.21;55.51;48.31;49.76;42.6;29.21;29.21;42.45;48.41;70.0;207.44;37.04;49.76;42.6
46.28;47.9;68.77;55.23;43.1;29.83;69.02;29.83;53.73;53.29;0.96;43.1;29.83;29.83;44.62;41.8;69.02;106.8;39.56;0.96;43.1
45.02;51.4;54.01;52.07;41.8;28.72;67.54;28.72;52.95;52.6;1.0;35.62;28.72;28.72;44.7;39.76;67.54;97.67;34.93;1.0;41.8
44.93;50.32;45.51;51.08;41.22;28.11;60.39;28.11;52.73;50.6;0.1;30.31;28.11;28.11;45.27;39.85;60.39;100.23;31.9;0.1;41.22
43.8;48.17;44.97;48.75;40.27;27.98;55.75;27.98;50.12;49.0;5.02;21.52;27.98;27.98;44.08;39.85;55.75;104.78;28.05;5.02;40.27
44.06;46.23;50.8;47.66;41.1;28.16;55.16;28.16;47.2;47.2;37.0;31.93;28.16;28.16;44.33;39.85;55.16;155.45;31.18;37.0;41.1
45.54;48.14;93.11;50.37;43.51;29.0;53.51;29.0;49.29;49.3;37.9;43.51;29.0;29.0;45.79;39.85;53.51;211.85;34.9;37.9;43.51
48.91;46.5;101.74;55.17;46.62;30.72;55.18;30.72;55.0;55.0;37.99;46.62;30.72;30.72;42.16;40.67;55.18;227.0;43.24;37.99;46.62
50.3;87.66;104.7;60.09;49.77;35.54;67.61;35.54;67.61;53.29;50.3;51.91;35.54;35.54;46.11;45.11;67.61;252.74;47.01;50.3;49.77
58.9;90.35;107.73;59.8;52.08;39.18;70.0;39.18;73.6;47.93;58.9;57.39;39.18;39.18;60.1;47.26;70.0;279.44;51.97;58.9;52.08
63.58;121.14;105.54;60.55;56.52;41.88;73.54;41.88;91.73;47.93;61.1;61.1;41.88;41.88;50.0;47.26;73.54;297.48;53.99;61.1;56.52
62.78;115.5;109.46;60.64;57.28;46.07;75.95;46.07;86.99;51.4;60.62;60.59;46.07;46.07;52.4;50.66;75.95;295.0;56.05;60.62;57.28
64.24;98.34;108.24;60.69;58.76;45.27;77.18;45.27;80.02;53.29;60.62;63.28;45.27;45.27;60.0;47.26;77.18;308.11;55.07;60.62;58.76
65.93;94.38;107.72;60.96;60.1;46.21;77.01;46.21;78.76;52.77;58.0;60.1;46.21;46.21;53.2;53.01;77.01;292.63;56.25;58.0;60.1
64.99;84.45;107.39;60.63;59.97;47.35;73.79;47.35;73.79;53.29;56.23;59.97;47.35;47.35;56.22;50.7;73.79;292.0;56.22;56.23;59.97
61.31;86.46;104.72;60.14;58.0;51.31;73.02;51.31;73.02;56.14;58.62;58.0;51.31;51.31;59.94;51.31;73.02;282.41;53.99;58.62;58.0
61.05;82.28;103.65;60.63;58.63;54.9;70.89;54.9;70.89;52.14;61.05;60.03;54.9;54.9;56.91;54.9;70.89;292.3;59.51;61.05;58.63
64.68;82.14;104.77;60.66;60.0;58.4;72.85;58.4;72.85;56.14;64.68;64.0;58.4;58.4;64.0;58.4;72.85;311.62;64.11;64.68;60.0
66.46;94.18;108.86;62.31;60.77;59.93;78.0;59.93;79.63;56.14;66.46;65.47;59.93;59.93;68.83;59.93;78.0;318.76;71.7;66.46;60.77
68.45;139.48;107.74;62.42;60.0;55.67;83.35;55.67;101.07;55.8;68.45;64.84;55.67;55.67;45.48;57.96;83.35;315.72;69.55;68.45;60.0
67.05;128.04;104.77;61.41;59.41;50.25;90.0;50.25;96.85;56.14;67.05;61.0;50.25;50.25;53.68;58.53;90.0;297.0;62.64;67.05;59.41
64.28;83.6;107.71;61.02;58.19;39.84;79.6;39.84;79.6;53.29;64.28;58.19;39.84;39.84;44.24;57.15;79.6;283.33;56.07;64.28;58.19
57.07;82.09;101.73;58.68;53.0;39.93;75.4;39.93;69.77;56.14;57.07;53.0;39.93;39.93;44.9;50.32;75.4;258.06;54.99;57.07;53.0
55.27;73.0;87.84;58.32;50.28;38.7;72.1;38.7;64.31;56.14;55.27;50.28;38.7;38.7;43.6;45.38;72.1;244.82;52.54;55.27;50.28
52.11;73.0;80.16;55.22;47.88;32.5;67.54;32.5;62.39;53.29;49.1;47.88;32.5;32.5;43.6;45.29;67.54;194.4;46.46;49.1;47.88
56.87;91.6;50.96;55.65;47.66;43.08;77.0;43.08;77.0;20.68;56.87;38.99;43.08;43.08;44.5;43.69;77.0;189.91;32.94;56.87;38.99
53.55;68.2;43.78;52.61;43.2;40.9;65.85;40.9;65.85;12.72;53.55;28.03;40.9;40.9;42.4;42.65;65.85;136.53;19.72;53.55;28.03
51.82;42.7;25.99;51.37;45.62;39.19;63.78;39.19;63.78;12.16;51.82;21.24;39.19;39.19;40.54;43.95;63.78;103.46;18.16;51.82;44.9
47.65;44.07;27.74;51.14;43.0;39.78;59.31;39.78;51.51;9.53;47.65;22.13;39.78;39.78;43.1;42.53;59.31;107.8;16.53;47.65;43.0
47.35;45.5;43.68;50.1;45.79;41.28;58.0;41.28;49.35;17.43;47.35;29.17;41.28;41.28;45.0;43.81;58.0;142.1;24.43;47.35;45.79
51.15;47.0;83.37;52.89;48.58;45.54;60.65;45.54;55.63;26.75;51.15;47.56;45.54;45.54;45.81;45.94;60.65;231.68;10.09;51.15;47.56
59.17;69.4;117.72;59.94;63.09;55.97;65.0;55.97;65.0;56.84;59.17;63.09;55.97;55.97;46.46;59.49;65.0;307.31;40.91;59.17;63.09
71.09;53.51;120.42;68.51;72.75;67.8;83.98;67.8;83.98;47.52;71.09;72.75;67.8;67.8;58.31;65.45;83.98;354.37;55.1;71.09;72.75
88.26;78.95;125.78;75.43;80.0;84.43;95.02;84.43;95.02;48.1;88.26;80.0;84.43;84.43;81.4;71.84;95.02;389.68;73.1;88.26;80.0
89.29;76.87;133.73;77.49;81.17;83.86;99.0;83.86;99.0;48.67;89.29;81.17;83.86;83.86;81.17;74.91;99.0;395.38;78.9;89.29;81.17
86.88;77.28;137.02;78.71;80.95;82.44;100.0;82.44;93.83;47.52;86.88;80.95;82.44;82.44;79.81;75.71;100.0;394.32;76.53;86.88;80.95
90.62;80.6;133.75;79.93;80.0;85.99;100.0;85.99;97.87;47.52;90.62;80.0;85.99;85.99;83.24;80.98;100.0;389.68;73.97;90.62;80.0
91.07;78.76;125.78;78.69;79.01;84.71;100.0;84.71;100.0;46.64;77.9;79.01;84.71;84.71;82.0;77.76;100.0;329.0;68.12;77.9;79.01
85.92;77.35;117.79;79.11;78.33;82.29;100.0;82.29;92.14;46.64;78.3;78.33;82.29;82.29;79.61;79.46;100.0;274.48;64.68;78.3;78.33
80.4;80.4;117.78;79.36;78.5;78.62;100.0;78.62;80.4;47.52;80.4;78.5;78.62;78.62;80.4;77.67;100.0;262.93;60.18;80.4;78.5
83.57;83.57;121.7;83.29;80.0;81.57;99.85;81.57;83.57;49.6;83.57;80.0;81.57;81.57;83.57;81.29;99.85;306.84;62.6;83.57;80.0
89.68;89.68;133.76;87.35;87.33;89.68;97.85;89.68;89.68;55.08;89.68;87.33;89.68;89.68;89.68;89.68;97.85;380.62;75.08;89.68;87.33
100.0;100.0;133.79;94.81;93.82;99.91;100.0;99.91;100.0;77.47;97.0;93.82;99.91;99.91;100.0;94.2;100.0;457.0;85.06;97.0;93.82
93.8;73.08;133.76;93.43;90.0;84.62;106.95;84.62;106.95;80.41;92.2;90.0;84.62;84.62;80.0;84.62;106.95;438.39;86.01;92.2;90.0
86.19;54.78;133.72;81.44;82.0;77.79;108.97;77.79;108.97;77.09;86.19;82.0;77.79;77.79;62.9;77.79;108.97;399.42;83.4;86.19;82.0
72.91;51.39;133.74;69.3;72.0;65.2;101.85;65.2;95.85;57.39;72.91;72.0;65.2;65.2;44.0;65.2;101.85;350.71;71.35;72.91;72.0
64.01;50.66;132.06;63.88;64.13;59.33;101.17;59.33;78.37;48.99;64.01;64.13;59.33;59.33;45.9;59.33;101.17;312.38;65.91;64.01;64.13
